SectorName,SectorName_labelled,MajorsubgroupOccupation_labelled,outsourcing_status,n,Frequency,avg_income,wtd_avg_income,N,Sum,perc
2,Activities Of Extraterritorial Organisations And Bodies,"Business, Media And Public Service Professionals",Not outsourced,1,0.4877974747728319,18.65852476495105,18.65852476495105,1,0.4877974747728319,100
2,Activities Of Extraterritorial Organisations And Bodies,Secretarial And Related Occupations,Not outsourced,1,1.490352347678572,20.339676693267855,20.339676693267855,1,1.490352347678572,100
3,Activities Of Households As Employers; Undifferentiated Goods-And Services-Producing Activities Of Households For Own Us,Caring Personal Service Occupations,Not outsourced,3,3.53310140153107,15.218214561023329,12.613719971377108,3,3.53310140153107,100
3,Activities Of Households As Employers; Undifferentiated Goods-And Services-Producing Activities Of Households For Own Us,Elementary Administration And Service Occupations,Not outsourced,7,9.781794849374172,10.31911857326222,10.319133098329319,14,18.449787248111207,53.018469632356236
3,Activities Of Households As Employers; Undifferentiated Goods-And Services-Producing Activities Of Households For Own Us,Elementary Administration And Service Occupations,Outsourced,7,8.667992398737036,10.724373394619011,10.269162229922907,14,18.449787248111207,46.98153036764378
3,Activities Of Households As Employers; Undifferentiated Goods-And Services-Producing Activities Of Households For Own Us,"Leisure, Travel And Related Personal Service Occupations",Outsourced,2,4.008013894427104,10.15625,10.25483412440261,2,4.008013894427104,100
3,Activities Of Households As Employers; Undifferentiated Goods-And Services-Producing Activities Of Households For Own Us,Sales Occupations,Not outsourced,1,2.1838565226459763,12.891344383057088,12.891344383057088,2,3.18491876925026,68.56867257434209
3,Activities Of Households As Employers; Undifferentiated Goods-And Services-Producing Activities Of Households For Own Us,Sales Occupations,Outsourced,1,1.0010622466042838,37.884438305709025,37.884438305709025,2,3.18491876925026,31.431327425657923
3,Activities Of Households As Employers; Undifferentiated Goods-And Services-Producing Activities Of Households For Own Us,"Science, Engineering And Technology Associate Professionals",Not outsourced,1,1.0749702414730204,17.188459177409452,17.188459177409452,1,1.0749702414730204,100
3,Activities Of Households As Employers; Undifferentiated Goods-And Services-Producing Activities Of Households For Own Us,Skilled Agricultural And Related Trades,Not outsourced,2,1.3111745114998135,14.106890730509516,14.813587379556909,2,1.3111745114998135,100
3,Activities Of Households As Employers; Undifferentiated Goods-And Services-Producing Activities Of Households For Own Us,Skilled Construction And Building Trades,Not outsourced,1,2.4185358421328944,12.121546961325967,12.121546961325967,1,2.4185358421328944,100
3,Activities Of Households As Employers; Undifferentiated Goods-And Services-Producing Activities Of Households For Own Us,"Textiles, Printing And Other Skilled Trades",Not outsourced,1,0.597178401904573,8.250460405156538,8.250460405156538,1,0.597178401904573,100
4,Administrative And Support Service Activities,Administrative Occupations,Not outsourced,34,36.21815583302923,14.831038824339823,14.493816454527616,44,44.32400800017842,81.71227618423731
4,Administrative And Support Service Activities,Administrative Occupations,Outsourced,10,8.105852167149187,13.684578707271843,14.26552266940773,44,44.32400800017842,18.28772381576269
4,Administrative And Support Service Activities,Business And Public Service Associate Professionals,Not outsourced,18,20.65626155221943,19.18130458767857,18.54111488270053,23,25.649222652590034,80.5336747705825
